file,artist,title,lyrics
output/rdf/songfacts/Innuendo.ttl,Queen,Innuendo,"One two three four

Ooh ooh

While the sun hangs in the sky and the desert has sand
While the waves crash in the sea and meet the land
While there's a wind and the stars and the rainbow
Till the mountains crumble into the plain

Oh yes, we'll keep on trying
Tread that fine line
Oh, we'll keep on trying
Yeah
Just passing our time

Oh oh

While we live according to race, colour or creed
While we rule by blind madness and pure greed
Our lives dictated by tradition, superstition, false religion
Through the eons and on and on

Oh, yes, we'll keep on trying, yeah
We'll tread that fine line
Oh oh we'll keep on trying
Till the end of time
Till the end of time

Through the sorrow all through our splendor
Don't take offence at my innuendo

Duh duh duh duh duh duh duh
Duh duh duh duh duh duh duh duh duh duh duh

You can be anything you want to be
Just turn yourself into anything you think that you could ever be
Be free with your tempo, be free, be free
Surrender your ego be free, be free to yourself

Oh oh, yeah

If there's a God or any kind of justice under the sky
If there's a point, if there's a reason to live or die
Ha, if there's an answer to the questions we feel bound to ask
Show yourself destroy our fears release your mask
Oh yes, we'll keep on trying
Hey, tread that fine line
(Yeah) yeah
We'll keep on smiling, yeah
(Yeah) (yeah) (yeah)
And whatever will be will be
We'll just keep on trying
We'll just keep on trying
Till the end of time
Till the end of time
Till the end of time
                                                  
                                                  Writer/s: BRIAN MAY, FREDDIE MERCURY, JOHN DEACON, ROGER TAYLOR 

                                                   Publisher: Sony/ATV Music Publishing LLC

                                                  Lyrics licensed and provided by LyricFind
                                                  
                                                  
                                                  
                                                  "
output/rdf/songfacts/We_Are_The_Champions.ttl,Queen,We Are The Champions,"I've paid my dues
Time after time
I've done my sentence
But committed no crime
And bad mistakes 
I've made a few
I've had my share of sand kicked in my face
But I've come through

We are the champions, my friends
And we'll keep on fighting 'til the end
We are the champions
We are the champions
No time for losers
'Cause we are the champions of the world

I've taken my bows
And my curtain calls
You brought me fame and fortune and everything that goes with it
I thank you all

But it's been no bed of roses
No pleasure cruise
I consider it a challenge before the whole human race
And I ain't gonna lose

We are the champions, my friends
And we'll keep on fighting 'til the end
We are the champions
We are the champions
No time for losers
'Cause we are the champions

We are the champions, my friends
And we'll keep on fighting 'til the end, oh
We are the champions
We are the champions
No time for losers
'Cause we are the champions of the world
                                                  
                                                  Writer/s: Freddie Mercury 

                                                   Publisher: Sony/ATV Music Publishing LLC, Tratore

                                                  Lyrics licensed and provided by LyricFind
                                                  
                                                  
                                                  
                                                  "
output/rdf/songfacts/Save_Me.ttl,Queen,Save Me,"It started off so well
They said we made a perfect pair
I clothed myself in your glory and your love
How I loved you
How I cried
The years of care and loyalty
Were nothing but a sham it seems
The years belie we lived a lie
I love you till I die
Save me, save me, save me
I can't face this life alone
Save me, save me, save me
I'm naked and I'm far from home

The slate will soon be clean
I'll erase the memories
To start again with somebody new
Was it all wasted
All that love?
I hang my head and I advertise
A soul for sale or rent
I have no heart I'm cold inside
I have no real intent
Save me, save me, save me
I can't face this life alone
Save me, save me
Oh I'm naked and I'm far from home

Each night I cry I still believe the lie
I love you 'till I die
Save me, save me, save me
Yeah, save me
Oh oh save me
Don't let me face my life alone
Save me, save me oh ooh ooh
I'm naked and I'm far from home
                                                  
                                                  Writer/s: Brian May 

                                                   Publisher: Sony/ATV Music Publishing LLC

                                                  Lyrics licensed and provided by LyricFind
                                                  
                                                  
                                                  
                                                  "
output/rdf/songfacts/I_Want_To_Break_Free.ttl,Queen,I Want To Break Free,"I want to break free
I want to break free
I want to break free from your lies
You're so self satisfied I don't need you
I've got to break free
God knows, God knows I want to break free

I've fallen in love
I've fallen in love for the first time
And this time I know it's for real
I've fallen in love, yeah
God knows, God knows I've fallen in love

It's strange but it's true, yeah
I can't get over the way you love me like you do
But I have to be sure
When I walk out that door
Oh, how I want to be free, baby
Oh, how I want to be free
Oh, how I want to break free

But life still goes on
I can't get used to living without, living without
Living without you by my side
I don't want to live alone, hey
God knows, got to make it on my own

So baby can't you see
I've got to break free
I've got to break free
I want to break free, yeah
I want, I want, I want, I want to break free
                                                  
                                                  Writer/s: John Deacon 

                                                   Publisher: Sony/ATV Music Publishing LLC

                                                  Lyrics licensed and provided by LyricFind
                                                  
                                                  
                                                  
                                                  "
output/rdf/songfacts/Killer_Queen.ttl,Queen,Killer Queen,"She keeps her Moet et Chandon
In her pretty cabinet
""Let them eat cake"", she says
Just like Marie Antoinette
A built-in remedy
For Kruschev and Kennedy
At anytime an invitation
You can't decline

Caviar and cigarettes
Well versed in etiquette
Extraordinarily nice

She's a Killer Queen
Gunpowder, gelatine
Dynamite with a laser beam
Guaranteed to blow your mind
Anytime

Recommended at the price
Insatiable an appetite
Wanna try?

To avoid complications
She never kept the same address
In conversation
She spoke just like a baroness
Met a man from China
Went down to Geisha Minah
Then again incidentally
If you're that way inclined

Perfume came naturally from Paris (naturally)
For cars she couldn't care less
Fastidious and precise

She's a Killer Queen
Gunpowder, gelatine
Dynamite with a laser beam
Guaranteed to blow your mind
Anytime

Drop of a hat she's as willing as
Playful as a pussy cat
Then momentarily out of action
Temporarily out of gas
To absolutely drive you wild, wild
She's all out to get you

She's a Killer Queen
Gunpowder, gelatine
Dynamite with a laser beam
Guaranteed to blow your mind
Anytime

Recommended at the price
Insatiable an appetite
Wanna try?
You wanna try
                                                  
                                                  Writer/s: Freddie Mercury 

                                                   Publisher: Sony/ATV Music Publishing LLC

                                                  Lyrics licensed and provided by LyricFind
                                                  
                                                  
                                                  
                                                  "
output/rdf/songfacts/Princes_Of_The_Universe.ttl,Queen,Princes Of The Universe,"Here we are, born to be kings
We're the princes of the universe
Here we belong, fighting to survive
In a world with the darkest powers
Heh
And here we are, we're the princes of the universe
Here we belong, fighting for survival
We've come to be the rulers of you all

I am immortal, I have inside me blood of kings, yeah, yeah
I have no rival, no man can be my equal
Take me to the future of you all

Born to be kings, princes of the universe
Fighting and free
Got your world in my hand
I'm here for your love and I'll make my stand
We were born to be princes of the universe

No man could understand
My power is in my own hand
Ooh, ooh, ooh, ooh, people talk about you
People say you've had your day
I'm a man that will go far
Fly the moon and reach for the stars
With my sword and head held high
Got to pass the test first time, yeah
I know that people talk about me, I hear it every day
But I can prove them wrong 'cause I'm right first time
Yeah, yeah
Alright, let's go, let's go, ha ha
Yeah, watch this man fly, wooh
Bring on the girls, c'mon, c'mon, c'mon
Here we are (here we are)
Born to be kings, we're the princes of the universe
Here we belong
Born to be kings, princes of the universe
Fighting and free, got your world in my hand
I'm here for your love and I'll make my stand
We were born to be princes of the universe (universe, universe, universe)
                                                  
                                                  Writer/s: FREDDIE MERCURY 

                                                   Publisher: Sony/ATV Music Publishing LLC

                                                  Lyrics licensed and provided by LyricFind
                                                  
                                                  
                                                  
                                                  "
output/rdf/songfacts/The_Miracle.ttl,Queen,The Miracle,"Every drop of rain that falls in Sahara Desert says it all
It's a miracle
All God's creations great and small, the Golden Gate and the Taj Mahal
That's a miracle
Test tube babies being born, mothers, fathers dead and gone
It's a miracle
We're having a miracle on Earth, mother nature does it all for us
The wonders of this world go on, the Hanging Gardens of Babylon
Captain Cook and Cain and Abel, Jimi Hendrix to the Tower of Babel
It's a miracle, it's a miracle, it's a miracle (it's a miracle)

It's a miracle
The one thing we're all waiting for, is peace on Earth and end to war
It's a miracle we need, the miracle
The miracle we're all waiting for today

If every leaf on every tree, could tell a story that would be a miracle
If every child on every street, had clothes to wear and food to eat
That's a miracle
If all God's people could be free, to live in perfect harmony
It's a miracle (we're having a miracle on Earth)
Mother nature does it all for us

Open hearts and surgery, Sunday mornings with a cup of tea
Super powers always fighting
But Mona Lisa just keeps on smiling
It's a miracle, it's a miracle, it's a miracle

(The wonders of this world go on)

Well it's a miracle, it's a miracle (it's a miracle)
It's a miracle
The one thing (the one thing)
We're all waiting for (we're all waiting for)
Is peace on Earth (peace on Earth) and an end to war (end to war)
It's a miracle we need, the miracle

(The miracle)
Peace on Earth and end to war today

That time will come one day you'll see when we can all be friends
That time will come one day you'll see when we can all be friends
That time will come one day you'll see when we can all be friends
That time will come one day you'll see when we can all be friends
                                                  
                                                  Writer/s: Brian May, Freddie Mercury, John Deacon, Roger Taylor 

                                                   Publisher: Sony/ATV Music Publishing LLC

                                                  Lyrics licensed and provided by LyricFind
                                                  
                                                  
                                                  
                                                  "
output/rdf/songfacts/Hammer_To_Fall.ttl,Queen,Hammer To Fall,"""Hey, hey, hey, hey, hey
Hammer To Fall""

Here we stand, here we fall
History don't care at all
Made the bed, light the light
Lady Mercy won't be home tonight

You don't waste no time at all
Don't hear the bell but you answer the call
It comes to you as to us all
Yeah, and it's time for the hammer to fall

Oh every night, and every day
A little piece of you is falling away
But lift your face the Western way
Build your

Tow the line and play their game
'Til the anesthetic covers it all
'Til one day they call your name
When it's time for the hammer to fall

Rich or poor or famous 
For your truth it's all the same
(Oh no, oh no)
Lock your door 'cause rain is pouring
Through your window pane
(Oh no)
Baby, now your trouble's all in vain, yeah

For you who grew up tall and proud
In the shadow of the mushroom cloud
Convinced our voices can't be heard
Just wanna scream it louder and louder and louder

What the hell are we fighting for?
Just surrender and it won't hurt at all
Just got time to say your prayers
Then it's time for the hammer to, hammer to fall

Yeah, to fall

Hey, hey
Hey, hey
Hey, yeah
One more time

Waiting for the hammer to fall

Give it to me one more time
                                                  
                                                  Writer/s: Brian May 

                                                   Publisher: Sony/ATV Music Publishing LLC

                                                  Lyrics licensed and provided by LyricFind
                                                  
                                                  
                                                  
                                                  "
output/rdf/songfacts/The_Invisible_Man.ttl,Queen,The Invisible Man,"I'm the invisible man
I'm the invisible man
Incredible how you can
See right through me

(Freddie Mercury)
When you hear a sound
That you just can't place
Feel somethin' move
That you just can't trace
When something sits
On the end of your bed
Don't turn around
When you hear me tread

I'm the invisible man
I'm the invisible man
Incredible how you can
See right through me
I'm the invisible man
I'm the invisible man
It's criminal how I can
See right through you

I'm in your room
And I'm in your bed
And I'm in your life
And I'm in your head
Like the CIA
Or the FBI
You'll never get close
Never take me alive

I'm the invisible man
I'm the invisible man
Incredible how you can
See right through me
I'm the invisible man
I'm the invisible man
It's criminal how I can
See right through you

Hah, hah, hah, hello
Hah, hah, hah, okay
Hah, hah, hah, hello hello hello hello
Never had a real good friend, not a boy or a girl
No one knows what I've been through, let my flag unfurl
So make my mark from the edge of the world
From the edge of the world
From the edge of the world

Now I'm on your track
And I'm in your mind
And I'm on your back
But don't look behind
I'm your meanest thought
I'm your darkest fear
Put I'll never get caught
You can't shake me, shake me dear

I'm the invisible man
I'm the invisible man
Incredible how you can
See right through me (watch me)
I'm the invisible man
I'm the invisible man
It's criminal how I can
See right through you
Look at me, look at me

Shake me, shake me, shake me dear
                                                  
                                                  Writer/s: BRIAN MAY, FREDDIE MERCURY, JOHN DEACON, ROGER TAYLOR 

                                                   Publisher: Sony/ATV Music Publishing LLC, Universal Music Publishing Group

                                                  Lyrics licensed and provided by LyricFind
                                                  
                                                  
                                                  
                                                  "
output/rdf/songfacts/Flash.ttl,Queen,Flash,"Flash! Ah-ah
Savior of the universe

Flash! Ah-ah
He'll save everyone of us

(Seemingly, there is no reason for these extraordinary intergalactical upsets)
(What's happening, Flash?)
(Only Doctor Hans Zarkov, formerly at NASA, has provided any explanation)

Flash! Ah-ah
He's a miracle

(This morning's unprecedented solar eclipse is no cause for alarm)

Flash! Ah-ah
King of the impossible

He's for every one of us
Stand for every one of us
He saves with a mighty hand
Every man, every woman
Every child, it's the mighty Flash

(General Kala, Flash Gordon approaching)
(What do you mean Flash Gordon approaching?
(Open fire! All weapons!)
(Dispatch war rocket Ajax to bring back his body)

Flash! Ah-ah
(Gordon's alive!)

Flash! Ah-ah
He'll save every one of us

Just a man with a man's courage
You know he's nothing but a man
And he can never fail
No one but the pure at heart
May find the Golden Grail
Oh-oh, oh-oh

(Flash, Flash, I love you, but we only have fourteen hours to save the Earth!)
Flash
                                                  
                                                  Writer/s: Brian Harold May 

                                                   Publisher: Warner Chappell Music, Inc.

                                                  Lyrics licensed and provided by LyricFind
                                                  
                                                  
                                                  
                                                  "
output/rdf/songfacts/Breakthru.ttl,Queen,Breakthru,"When love breaks up
When the dawn light wakes up
A new life is born
Somehow I have to make this final breakthrough
Now

I wake up
Feel just fine
Your face
Fills my mind
I get religion quick
'Cause you're looking divine
Honey, you're touching something; you're touching me
I'm under your thumb, under your spell, can't you see?

If I could only reach you
If I could make you smile
If I could only reach you
That would really be a breakthrough, oh yeah

Break through these barriers of pain
Break through to the sunshine from the rain
Make my feelings known towards you
Turn my heart inside and out for you now
Somehow I have to make this final breakthrough
Now, oh yeah

Your smile speaks books to me
I break up
With each and every one of your looks at me
Honey, you're starting something deep inside of me
Honey, you're sparking something this fire in me
I'm outta control
I want to rush headlong into this ecstasy

If I could only reach you
If I could make you smile
If I could only reach you
That would really be a breakthrough

If I could only reach you
If I could make you smile
If I could only reach you
That would really be a breakthrough
Oh yeah
Breakthrough, breakthrough

If I could only reach you
If I could make you smile
If I could only reach you
That would really be a breakthrough

If I could only reach you
If I could make you smile
If I could only reach you
That would really be a breakthrough

Breakthrough
                                                  
                                                  Writer/s: BRIAN MAY, FREDDIE MERCURY, JOHN DEACON, ROGER TAYLOR 

                                                   Publisher: Sony/ATV Music Publishing LLC

                                                  Lyrics licensed and provided by LyricFind
                                                  
                                                  
                                                  
                                                  "
output/rdf/songfacts/Let_Me_Live.ttl,Queen,Let Me Live,"Three four
Ooh
Take a piece of my heart (ooh)
Take a piece of my soul (ooh)
Let me live
Oh yeah

Why don't you take another little piece of my heart
Why don't you take it and break it
And tear it all apart
All I do is give
And all you do is take
Baby why don't you give me
A brand new start

So let me live (so let me live)
Let me live (leave me alone)
Let me live, oh baby
And make a brand new start

Why don't you take another little piece of my soul
Why don't you shape it and shake it
'Til you're really in control
All you do is take
And all I do is give
All that I'm askin'
Is a chance to live

(So let me live) so let me live
(Leave me alone) let me live, let me live
Why don't you let me make a brand new start

Yeah, and it's a long hard struggle, yeah yeah
But you can always depend on me
And if you're ever in trouble, hey
You know where I will be

Why don't you take another little piece of my life
Why don't you twist it and turn it
And cut it like a knife
All you do is live
All I do is die
Why can't we just be friends
Stop livin' a lie

So let me live (so let me live)
Let me live (leave me alone)
Please let me live
(Why don't you live a little)
Oh yeah baby
(Why don't you give a little love)
Go for it baby

Let me live
Please let me live
Oh yeah baby, let me live
And make a brand new start
Let me live (let me live)
Ooh yeah (let me live)
Come on (let me live ooh)

In your heart, oh baby
(Take another piece, take another piece)
(Take another piece, take another piece)
Ooh please let me live
(Take another piece, take another piece)
(Take another piece, take another piece)
Why don't you take another 
Take another piece of my, piece of my heart
Oh yeah baby
Make a brand new start
Oh, baby baby
Baby baby
Baby baby
Baby baby
All you do is take, take
Let me live
(Ooh, let me live)
Ooh yeah let
Let me live
                                                  
                                                  Writer/s: ROGER TAYLOR, JOHN DEACON, BRIAN MAY, FREDDIE MERCURY 

                                                   Publisher: Sony/ATV Music Publishing LLC

                                                  Lyrics licensed and provided by LyricFind
                                                  
                                                  
                                                  
                                                  "
